serve_type,spin_type,spin_intensity,serve_length,placement_zone,toss_height,contact_point,match_id,game_number,server_score,receiver_score,game_state,opponent_id,opponent_skill_level,opponent_style,side,return_type,return_quality,return_placement,rally_length,point_outcome,point_end_type,intended_setup,rally_type_achieved,chop_rally_outcome
backhand,sidespin-back,3,half_long,wide_BH,medium,hip_level_backhand,4,3,6,7,neutral,3,intermediate,allround,backhand_side,pop_up,1,short_middle,3,won,winner,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,3,short,middle_FH,medium,low_table_level,4,3,7,7,neutral,3,intermediate,allround,backhand_side,push,1,short_middle,13,lost,forced_error,force_weak_push,chop_rally,lost
short_backspin,float/no-spin,1,long,middle_FH,low,low_table_level,4,3,7,8,neutral,3,intermediate,allround,backhand_side,banana_flip,2,short_middle,4,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,half_long,wide_FH,low,hip_level_forehand,4,3,8,8,neutral,3,intermediate,allround,backhand_side,miss,0,not_applicable,1,won,forced_error,force_pop_up,direct_point,not_applicable
no_spin_disguised,float/no-spin,2,short,wide_BH,low,body_center,4,3,9,8,neutral,3,intermediate,allround,backhand_side,flip,2,wide_FH,2,won,forced_error,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,half_long,middle_FH,medium,low_table_level,4,3,10,8,game_point,3,intermediate,allround,backhand_side,flip,2,short_FH,2,won,winner,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,short,elbow,low,low_table_level,5,1,0,0,neutral,2,advanced,looper,backhand_side,flip,2,short_FH,6,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
short_backspin,backspin,3,short,wide_BH,low,low_table_level,5,1,0,1,neutral,2,advanced,looper,backhand_side,push,3,deep_BH,6,lost,forced_error,start_chop_rally,chop_rally,lost
pendulum,backspin,3,short,middle_BH,medium,low_table_level,5,1,0,2,neutral,2,advanced,looper,backhand_side,miss,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
backhand,float/no-spin,1,short,elbow,low,hip_level_backhand,5,1,1,2,neutral,2,advanced,looper,backhand_side,loop,3,wide_BH,7,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
backhand,float/no-spin,1,half_long,elbow,low,low_table_level,5,1,1,3,neutral,2,advanced,looper,backhand_side,flip,2,deep_BH,5,lost,forced_error,force_weak_push,attack_rally,not_applicable
backhand,backspin,3,half_long,wide_FH,low,low_table_level,5,1,1,4,neutral,2,advanced,looper,backhand_side,banana_flip,2,wide_BH,6,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,3,long,middle_BH,low,hip_level_forehand,5,1,1,5,trailing,2,advanced,looper,backhand_side,loop,3,deep_FH,2,lost,forced_error,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,1,short,elbow,medium,low_table_level,5,1,1,6,trailing,2,advanced,looper,backhand_side,loop,3,wide_BH,8,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,short,elbow,low,low_table_level,5,1,1,7,trailing,2,advanced,looper,backhand_side,push,2,deep_FH,19,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
short_backspin,backspin,2,long,elbow,low,hip_level_forehand,5,1,1,8,trailing,2,advanced,looper,backhand_side,loop,3,wide_BH,4,lost,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,short,wide_BH,low,low_table_level,5,1,1,9,trailing,2,advanced,looper,backhand_side,push,2,deep_FH,4,lost,chop_rally_lost,force_weak_push,mixed,not_applicable
pendulum,backspin,3,long,elbow,low,hip_level_forehand,5,1,1,10,game_point,2,advanced,looper,backhand_side,loop,3,wide_FH,4,lost,unforced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,short,elbow,high,hip_level_forehand,5,2,0,0,neutral,2,advanced,looper,backhand_side,push,3,deep_FH,2,won,forced_error,force_weak_push,mixed,not_applicable
pendulum,backspin,2,short,middle_FH,low,hip_level_forehand,5,2,1,0,neutral,2,advanced,looper,backhand_side,miss,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
no_spin_disguised,backspin,2,short,wide_FH,low,low_table_level,5,2,2,0,neutral,2,advanced,looper,backhand_side,push,2,wide_BH,21,won,chop_rally_won,direct_point,chop_rally,won
no_spin_disguised,float/no-spin,1,short,middle_BH,low,low_table_level,5,2,3,0,neutral,2,advanced,looper,backhand_side,push,3,deep_FH,16,won,forced_error,direct_point,chop_rally,won
pendulum,backspin,3,short,wide_BH,low,hip_level_forehand,5,2,4,0,leading,2,advanced,looper,backhand_side,miss,0,not_applicable,1,won,forced_error,force_pop_up,direct_point,not_applicable
short_backspin,backspin,3,short,elbow,low,hip_level_forehand,5,2,5,0,leading,2,advanced,looper,backhand_side,push,2,deep_BH,19,lost,chop_rally_lost,force_weak_push,chop_rally,lost
pendulum,sidespin-back,2,short,elbow,low,hip_level_forehand,5,2,5,1,leading,2,advanced,looper,backhand_side,pop_up,2,deep_FH,3,won,winner,start_chop_rally,attack_rally,not_applicable
reverse_pendulum,sidespin-back,3,half_long,middle_BH,high,body_center,5,2,6,1,leading,2,advanced,looper,backhand_side,loop,2,short_FH,7,won,chop_rally_won,force_pop_up,attack_rally,not_applicable
pendulum,sidespin-back,2,short,elbow,low,hip_level_forehand,5,2,7,1,leading,2,advanced,looper,backhand_side,flip,2,wide_BH,4,lost,forced_error,start_chop_rally,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,long,wide_FH,medium,hip_level_forehand,5,2,7,2,leading,2,advanced,looper,backhand_side,push,2,wide_FH,19,won,forced_error,force_pop_up,chop_rally,won
short_backspin,backspin,3,short,elbow,medium,hip_level_forehand,5,2,8,2,leading,2,advanced,looper,backhand_side,push,2,short_FH,17,lost,forced_error,direct_point,chop_rally,lost
backhand,float/no-spin,2,short,elbow,medium,low_table_level,5,2,8,3,leading,2,advanced,looper,backhand_side,pop_up,2,wide_FH,8,won,chop_rally_won,force_weak_push,attack_rally,not_applicable
backhand,float/no-spin,1,long,middle_BH,high,body_center,5,2,9,3,leading,2,advanced,looper,backhand_side,loop,3,wide_BH,2,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
backhand,backspin,2,short,elbow,low,hip_level_backhand,5,2,9,4,leading,2,advanced,looper,backhand_side,loop,3,short_FH,4,lost,forced_error,start_chop_rally,attack_rally,not_applicable
tomahawk,sidespin-back,1,long,middle_FH,low,high_forehand,5,2,9,5,leading,2,advanced,looper,backhand_side,flip,2,wide_FH,2,lost,forced_error,direct_point,attack_rally,not_applicable
tomahawk,sidespin-top,2,long,middle_BH,high,hip_level_forehand,5,2,9,6,neutral,2,advanced,looper,backhand_side,loop,3,short_FH,5,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,half_long,wide_BH,low,body_center,5,2,9,7,neutral,2,advanced,looper,backhand_side,flip,2,deep_FH,5,won,chop_rally_won,direct_point,attack_rally,not_applicable
backhand,backspin,2,short,wide_FH,medium,hip_level_backhand,5,2,10,7,game_point,2,advanced,looper,backhand_side,banana_flip,2,short_FH,6,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
backhand,backspin,2,short,elbow,medium,hip_level_backhand,5,2,10,8,game_point,2,advanced,looper,backhand_side,flip,2,short_FH,6,won,chop_rally_won,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,2,short,middle_BH,low,extended_forehand,5,3,0,0,neutral,2,advanced,looper,backhand_side,flip,2,short_FH,5,lost,unforced_error,force_weak_push,attack_rally,not_applicable
pendulum,sidespin-back,1,short,middle_BH,medium,low_table_level,5,3,0,1,neutral,2,advanced,looper,backhand_side,banana_flip,2,wide_BH,5,lost,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,sidespin-back,3,short,elbow,low,hip_level_forehand,5,3,0,2,neutral,2,advanced,looper,backhand_side,push,2,short_middle,14,lost,chop_rally_lost,force_pop_up,chop_rally,lost
reverse_pendulum,sidespin-back,3,long,wide_BH,medium,extended_forehand,5,3,0,3,neutral,2,advanced,looper,backhand_side,banana_flip,2,deep_BH,4,won,winner,force_weak_push,attack_rally,not_applicable
backhand,backspin,3,short,middle_FH,low,body_center,5,3,1,3,neutral,2,advanced,looper,backhand_side,push,2,deep_FH,8,lost,forced_error,direct_point,chop_rally,lost
backhand,backspin,2,long,middle_BH,low,hip_level_backhand,5,3,1,4,neutral,2,advanced,looper,backhand_side,loop,2,short_middle,6,lost,forced_error,force_weak_push,attack_rally,not_applicable
backhand,backspin,2,short,elbow,high,body_center,5,3,1,5,trailing,2,advanced,looper,backhand_side,push,2,wide_BH,6,lost,chop_rally_lost,force_weak_push,mixed,not_applicable
tomahawk,sidespin-top,2,long,elbow,low,high_forehand,5,3,1,6,trailing,2,advanced,looper,backhand_side,loop,3,deep_BH,6,lost,unforced_error,force_pop_up,attack_rally,not_applicable
tomahawk,sidespin-back,2,long,wide_FH,low,high_forehand,5,3,1,7,trailing,2,advanced,looper,backhand_side,banana_flip,3,short_FH,2,lost,forced_error,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,short,wide_FH,medium,low_table_level,5,3,1,8,trailing,2,advanced,looper,backhand_side,push,2,short_middle,16,lost,forced_error,force_pop_up,chop_rally,lost
pendulum,sidespin-back,2,long,elbow,medium,hip_level_forehand,5,3,1,9,trailing,2,advanced,looper,backhand_side,flip,2,wide_FH,3,won,winner,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,2,short,wide_BH,medium,hip_level_forehand,5,3,2,9,trailing,2,advanced,looper,backhand_side,push,2,short_middle,3,lost,chop_rally_lost,force_weak_push,mixed,not_applicable
pendulum,backspin,3,half_long,elbow,low,low_table_level,5,3,2,10,game_point,2,advanced,looper,backhand_side,push,2,short_FH,19,won,chop_rally_won,start_chop_rally,chop_rally,won
backhand,float/no-spin,1,short,wide_BH,low,body_center,5,3,3,10,game_point,2,advanced,looper,backhand_side,banana_flip,3,deep_BH,6,lost,unforced_error,start_chop_rally,attack_rally,not_applicable
backhand,backspin,3,half_long,elbow,low,hip_level_backhand,5,4,0,0,neutral,2,advanced,looper,backhand_side,push,2,deep_BH,14,won,forced_error,start_chop_rally,chop_rally,won
backhand,backspin,1,short,elbow,high,low_table_level,5,4,1,0,neutral,2,advanced,looper,backhand_side,flip,3,short_middle,4,lost,forced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,long,elbow,high,hip_level_forehand,5,4,1,1,neutral,2,advanced,looper,backhand_side,loop,3,deep_BH,2,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,2,short,wide_BH,low,low_table_level,5,4,1,2,neutral,2,advanced,looper,backhand_side,push,2,short_middle,21,won,winner,force_weak_push,chop_rally,won
no_spin_disguised,float/no-spin,2,short,elbow,low,low_table_level,5,4,2,2,neutral,2,advanced,looper,backhand_side,loop,3,wide_FH,7,lost,forced_error,force_pop_up,attack_rally,not_applicable
backhand,backspin,3,short,elbow,medium,hip_level_backhand,5,4,2,3,neutral,2,advanced,looper,backhand_side,push,2,short_middle,21,won,forced_error,force_weak_push,chop_rally,won
tomahawk,sidespin-top,3,short,elbow,high,extended_forehand,5,4,3,3,neutral,2,advanced,looper,backhand_side,flip,2,deep_FH,2,won,chop_rally_won,force_pop_up,attack_rally,not_applicable
short_backspin,backspin,2,short,elbow,low,low_table_level,5,4,4,3,neutral,2,advanced,looper,backhand_side,push,3,short_middle,4,lost,chop_rally_lost,start_chop_rally,mixed,not_applicable
backhand,float/no-spin,1,half_long,middle_BH,medium,hip_level_backhand,5,4,4,4,neutral,2,advanced,looper,backhand_side,loop,3,deep_BH,6,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
pendulum,backspin,1,long,elbow,low,hip_level_forehand,5,4,4,5,neutral,2,advanced,looper,backhand_side,flip,2,wide_BH,3,won,chop_rally_won,direct_point,attack_rally,not_applicable
pendulum,backspin,2,half_long,wide_FH,medium,low_table_level,5,4,5,5,neutral,2,advanced,looper,backhand_side,miss,0,not_applicable,1,won,forced_error,start_chop_rally,direct_point,not_applicable
pendulum,sidespin-back,2,long,middle_BH,low,low_table_level,5,4,6,5,neutral,2,advanced,looper,backhand_side,loop,3,wide_FH,4,lost,unforced_error,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-top,1,long,wide_FH,low,hip_level_forehand,5,4,6,6,neutral,2,advanced,looper,backhand_side,banana_flip,3,deep_FH,5,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,short,middle_FH,low,hip_level_forehand,5,4,6,7,neutral,2,advanced,looper,backhand_side,pop_up,1,deep_BH,2,won,winner,direct_point,attack_rally,not_applicable
no_spin_disguised,backspin,2,half_long,middle_FH,low,body_center,5,4,7,7,neutral,2,advanced,looper,backhand_side,miss,0,not_applicable,1,won,forced_error,direct_point,direct_point,not_applicable
reverse_pendulum,sidespin-top,2,half_long,middle_FH,medium,extended_forehand,5,4,8,7,neutral,2,advanced,looper,backhand_side,flip,2,short_middle,3,lost,forced_error,direct_point,attack_rally,not_applicable
pendulum,backspin,3,short,elbow,low,hip_level_forehand,5,4,8,8,neutral,2,advanced,looper,backhand_side,push,2,wide_FH,6,lost,unforced_error,start_chop_rally,chop_rally,lost
pendulum,sidespin-back,1,short,wide_FH,low,hip_level_forehand,5,4,8,9,neutral,2,advanced,looper,backhand_side,miss,0,not_applicable,1,won,forced_error,force_weak_push,direct_point,not_applicable
pendulum,sidespin-back,2,long,middle_FH,medium,hip_level_forehand,5,4,9,9,neutral,2,advanced,looper,backhand_side,banana_flip,3,short_middle,5,won,forced_error,start_chop_rally,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,half_long,elbow,low,body_center,5,4,10,9,game_point,2,advanced,looper,backhand_side,flip,3,short_FH,7,lost,unforced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,1,short,wide_BH,low,extended_forehand,5,4,10,10,deuce,2,advanced,looper,backhand_side,banana_flip,3,deep_BH,8,lost,forced_error,force_weak_push,attack_rally,not_applicable
backhand,float/no-spin,1,short,elbow,medium,low_table_level,5,4,10,11,deuce,2,advanced,looper,backhand_side,flip,3,short_middle,5,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,short,elbow,medium,extended_forehand,6,1,0,0,neutral,6,competitive,looper,forehand_side,push,3,short_FH,19,lost,forced_error,force_weak_push,chop_rally,lost
short_backspin,backspin,3,short,wide_FH,low,hip_level_forehand,6,1,0,1,neutral,6,competitive,looper,forehand_side,pop_up,1,wide_BH,2,won,winner,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-back,1,long,wide_FH,high,hip_level_forehand,6,1,1,1,neutral,6,competitive,looper,forehand_side,loop,3,short_FH,3,lost,forced_error,force_pop_up,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,long,middle_FH,high,extended_forehand,6,1,1,2,neutral,6,competitive,looper,forehand_side,loop,2,short_FH,5,lost,forced_error,direct_point,attack_rally,not_applicable
pendulum,backspin,3,half_long,elbow,low,extended_forehand,6,1,1,3,neutral,6,competitive,looper,forehand_side,push,2,short_FH,14,won,chop_rally_won,start_chop_rally,chop_rally,won
pendulum,backspin,1,short,elbow,low,hip_level_forehand,6,1,2,3,neutral,6,competitive,looper,forehand_side,push,3,wide_BH,8,lost,forced_error,start_chop_rally,mixed,not_applicable
pendulum,sidespin-back,3,short,wide_FH,medium,hip_level_forehand,6,1,2,4,neutral,6,competitive,looper,forehand_side,pop_up,2,short_middle,3,won,forced_error,force_weak_push,attack_rally,not_applicable
backhand,backspin,1,short,middle_BH,low,body_center,6,1,3,4,neutral,6,competitive,looper,forehand_side,flip,3,wide_BH,6,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
no_spin_disguised,float/no-spin,1,short,elbow,low,hip_level_forehand,6,1,3,5,neutral,6,competitive,looper,forehand_side,flip,3,wide_BH,6,lost,forced_error,force_pop_up,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,long,middle_BH,low,low_table_level,6,1,3,6,neutral,6,competitive,looper,forehand_side,loop,3,deep_FH,2,won,winner,force_pop_up,attack_rally,not_applicable
no_spin_disguised,backspin,2,short,elbow,low,low_table_level,6,1,4,6,neutral,6,competitive,looper,forehand_side,flip,3,deep_BH,7,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
backhand,backspin,1,long,wide_FH,low,body_center,6,1,4,7,neutral,6,competitive,looper,forehand_side,loop,3,short_middle,3,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
backhand,backspin,1,half_long,middle_FH,medium,hip_level_backhand,6,1,4,8,trailing,6,competitive,looper,forehand_side,flip,3,short_middle,5,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-top,2,long,wide_BH,medium,body_center,6,1,4,9,trailing,6,competitive,looper,forehand_side,loop,3,short_FH,8,lost,forced_error,force_pop_up,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,half_long,wide_BH,medium,hip_level_forehand,6,1,4,10,game_point,6,competitive,looper,forehand_side,flip,2,deep_FH,3,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
backhand,backspin,2,short,elbow,low,hip_level_backhand,6,2,0,0,neutral,6,competitive,looper,forehand_side,push,3,wide_BH,17,lost,chop_rally_lost,force_pop_up,chop_rally,lost
pendulum,sidespin-back,3,half_long,elbow,low,hip_level_forehand,6,2,0,1,neutral,6,competitive,looper,forehand_side,push,2,short_middle,13,lost,chop_rally_lost,start_chop_rally,chop_rally,lost
pendulum,backspin,2,half_long,wide_BH,medium,hip_level_forehand,6,2,0,2,neutral,6,competitive,looper,forehand_side,flip,3,deep_FH,5,lost,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,half_long,middle_FH,low,body_center,6,2,0,3,neutral,6,competitive,looper,forehand_side,banana_flip,2,short_FH,4,lost,unforced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,short,elbow,low,low_table_level,6,2,0,4,trailing,6,competitive,looper,forehand_side,flip,3,deep_BH,2,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
tomahawk,sidespin-top,1,long,middle_FH,high,hip_level_forehand,6,2,0,5,trailing,6,competitive,looper,forehand_side,flip,3,wide_BH,5,lost,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,backspin,1,long,middle_BH,medium,hip_level_forehand,6,2,0,6,trailing,6,competitive,looper,forehand_side,push,3,deep_FH,4,lost,forced_error,force_weak_push,mixed,not_applicable
pendulum,sidespin-back,2,long,elbow,medium,low_table_level,6,2,0,7,trailing,6,competitive,looper,forehand_side,loop,3,short_FH,2,lost,unforced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,long,middle_BH,medium,body_center,6,2,0,8,trailing,6,competitive,looper,forehand_side,loop,3,short_middle,5,lost,forced_error,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,2,short,wide_BH,low,low_table_level,6,2,0,9,trailing,6,competitive,looper,forehand_side,banana_flip,3,short_FH,3,lost,unforced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,3,short,wide_BH,medium,hip_level_forehand,6,2,0,10,game_point,6,competitive,looper,forehand_side,push,2,deep_BH,7,lost,forced_error,force_weak_push,chop_rally,lost
short_backspin,backspin,2,short,wide_BH,low,low_table_level,6,3,0,0,neutral,6,competitive,looper,forehand_side,flip,3,wide_BH,3,lost,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,3,long,middle_FH,low,low_table_level,6,3,0,1,neutral,6,competitive,looper,forehand_side,loop,3,wide_BH,6,lost,unforced_error,force_weak_push,attack_rally,not_applicable
tomahawk,sidespin-top,2,long,middle_BH,medium,high_forehand,6,3,0,2,neutral,6,competitive,looper,forehand_side,loop,2,deep_BH,8,lost,chop_rally_lost,force_pop_up,attack_rally,not_applicable
backhand,float/no-spin,1,short,elbow,medium,body_center,6,3,0,3,neutral,6,competitive,looper,forehand_side,flip,3,wide_FH,4,lost,unforced_error,start_chop_rally,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,half_long,elbow,medium,low_table_level,6,3,0,4,trailing,6,competitive,looper,forehand_side,flip,3,wide_FH,6,lost,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,backspin,3,long,middle_FH,low,hip_level_forehand,6,3,0,5,trailing,6,competitive,looper,forehand_side,banana_flip,3,wide_FH,2,won,forced_error,start_chop_rally,attack_rally,not_applicable
short_backspin,backspin,2,long,wide_BH,low,hip_level_forehand,6,3,1,5,trailing,6,competitive,looper,forehand_side,banana_flip,3,short_FH,6,lost,forced_error,force_weak_push,attack_rally,not_applicable
short_backspin,backspin,2,short,elbow,low,low_table_level,6,3,1,6,trailing,6,competitive,looper,forehand_side,pop_up,2,deep_FH,4,won,forced_error,force_pop_up,attack_rally,not_applicable
backhand,backspin,2,half_long,wide_FH,medium,low_table_level,6,3,2,6,trailing,6,competitive,looper,forehand_side,push,2,wide_FH,2,lost,forced_error,start_chop_rally,mixed,not_applicable
pendulum,backspin,1,long,wide_BH,low,low_table_level,6,3,2,7,trailing,6,competitive,looper,forehand_side,loop,3,deep_BH,2,lost,chop_rally_lost,start_chop_rally,attack_rally,not_applicable
tomahawk,sidespin-back,2,long,middle_FH,high,high_forehand,6,3,2,8,trailing,6,competitive,looper,forehand_side,loop,3,wide_FH,2,won,chop_rally_won,force_pop_up,attack_rally,not_applicable
tomahawk,sidespin-back,2,half_long,elbow,high,hip_level_forehand,6,3,3,8,trailing,6,competitive,looper,forehand_side,flip,3,short_FH,5,lost,unforced_error,direct_point,attack_rally,not_applicable
pendulum,backspin,1,half_long,wide_FH,low,hip_level_forehand,6,3,3,9,trailing,6,competitive,looper,forehand_side,push,3,short_FH,8,lost,forced_error,force_weak_push,mixed,not_applicable
pendulum,backspin,2,half_long,elbow,low,hip_level_forehand,6,3,3,10,game_point,6,competitive,looper,forehand_side,flip,3,short_FH,5,lost,forced_error,force_weak_push,attack_rally,not_applicable
tomahawk,sidespin-top,1,half_long,wide_BH,high,extended_forehand,6,4,0,0,neutral,6,competitive,looper,forehand_side,flip,3,wide_FH,3,lost,forced_error,direct_point,attack_rally,not_applicable
tomahawk,sidespin-back,2,short,wide_BH,medium,hip_level_forehand,6,4,0,1,neutral,6,competitive,looper,forehand_side,pop_up,2,deep_FH,4,lost,chop_rally_lost,direct_point,attack_rally,not_applicable
short_backspin,backspin,2,half_long,wide_BH,high,low_table_level,6,4,0,2,neutral,6,competitive,looper,forehand_side,push,3,wide_BH,13,lost,forced_error,force_weak_push,chop_rally,lost
short_backspin,backspin,3,half_long,wide_BH,medium,hip_level_forehand,6,4,0,3,neutral,6,competitive,looper,forehand_side,push,3,wide_FH,5,lost,forced_error,force_weak_push,mixed,not_applicable
short_backspin,backspin,3,short,elbow,low,low_table_level,6,4,0,4,trailing,6,competitive,looper,forehand_side,push,2,wide_BH,6,lost,forced_error,force_weak_push,chop_rally,lost
tomahawk,sidespin-back,2,short,wide_FH,high,hip_level_forehand,6,4,0,5,trailing,6,competitive,looper,forehand_side,push,2,short_middle,8,lost,forced_error,force_pop_up,mixed,not_applicable
pendulum,backspin,2,long,wide_BH,medium,low_table_level,6,4,0,6,trailing,6,competitive,looper,forehand_side,flip,2,short_FH,7,lost,forced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,3,half_long,wide_BH,medium,hip_level_forehand,6,4,0,7,trailing,6,competitive,looper,forehand_side,loop,3,deep_BH,8,lost,forced_error,force_pop_up,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,short,wide_BH,low,body_center,6,4,0,8,trailing,6,competitive,looper,forehand_side,flip,3,deep_BH,6,lost,forced_error,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,2,half_long,middle_BH,medium,hip_level_forehand,6,4,0,9,trailing,6,competitive,looper,forehand_side,banana_flip,3,deep_BH,6,lost,unforced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,1,short,elbow,low,extended_forehand,6,4,0,10,game_point,6,competitive,looper,forehand_side,pop_up,1,deep_BH,2,won,winner,start_chop_rally,attack_rally,not_applicable
pendulum,backspin,2,short,elbow,medium,hip_level_forehand,6,4,1,10,game_point,6,competitive,looper,forehand_side,flip,3,wide_FH,4,lost,forced_error,force_weak_push,attack_rally,not_applicable
backhand,backspin,1,half_long,wide_BH,low,hip_level_backhand,7,1,0,0,neutral,4,beginner,blocker,forehand_side,push,1,deep_FH,3,won,winner,start_chop_rally,mixed,not_applicable
no_spin_disguised,float/no-spin,2,half_long,middle_BH,low,low_table_level,7,1,1,0,neutral,4,beginner,blocker,forehand_side,pop_up,1,wide_FH,7,won,chop_rally_won,direct_point,attack_rally,not_applicable
no_spin_disguised,float/no-spin,2,half_long,middle_FH,medium,body_center,7,1,2,0,neutral,4,beginner,blocker,forehand_side,flip,1,wide_FH,5,won,forced_error,force_pop_up,attack_rally,not_applicable
pendulum,sidespin-back,2,short,wide_FH,medium,hip_level_forehand,7,1,3,0,neutral,4,beginner,blocker,forehand_side,push,1,deep_FH,2,won,winner,start_chop_rally,mixed,not_applicable
pendulum,sidespin-back,2,short,wide_BH,medium,hip_level_forehand,7,1,4,0,leading,4,beginner,blocker,forehand_side,pop_up,1,deep_FH,3,won,forced_error,force_weak_push,attack_rally,not_applicable
pendulum,backspin,2,short,wide_BH,medium,extended_forehand,7,1,5,0,leading,4,beginner,blocker,forehand_side,push,2,short_FH,19,won,chop_rally_won,force_weak_push,chop_rally,won
pendulum,backspin,3,short,wide_FH,low,hip_level_forehand,7,1,6,0,leading,4,beginner,blocker,forehand_side,push,1,wide_BH,19,won,winner,start_chop_rally,chop_rally,won
short_backspin,backspin,3,short,wide_BH,low,low_table_level,7,1,7,0,leading,4,beginner,blocker,forehand_side,push,1,wide_FH,14,won,winner,force_weak_push,chop_rally,won
reverse_pendulum,sidespin-back,2,short,middle_FH,high,body_center,7,1,8,0,leading,4,beginner,blocker,forehand_side,flip,2,deep_FH,5,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
reverse_pendulum,sidespin-back,1,long,elbow,medium,hip_level_forehand,7,1,8,1,leading,4,beginner,blocker,forehand_side,flip,2,deep_BH,6,lost,forced_error,direct_point,attack_rally,not_applicable
reverse_pendulum,sidespin-back,2,short,middle_FH,medium,body_center,7,1,8,2,leading,4,beginner,blocker,forehand_side,pop_up,1,short_FH,3,won,winner,force_pop_up,attack_rally,not_applicable
reverse_pendulum,sidespin-back,3,half_long,middle_FH,medium,extended_forehand,7,1,9,2,leading,4,beginner,blocker,forehand_side,push,1,deep_BH,13,lost,forced_error,force_weak_push,chop_rally,lost
no_spin_disguised,float/no-spin,2,half_long,middle_FH,low,low_table_level,7,1,9,3,leading,4,beginner,blocker,forehand_side,pop_up,1,short_middle,5,won,forced_error,force_pop_up,attack_rally,not_applicable
tomahawk,sidespin-top,2,short,wide_BH,high,extended_forehand,7,1,10,3,game_point,4,beginner,blocker,forehand_side,banana_flip,2,deep_BH,2,won,winner,direct_point,attack_rally,not_applicable
short_backspin,backspin,2,short,wide_FH,low,hip_level_forehand,7,2,0,0,neutral,4,beginner,blocker,forehand_side,push,1,deep_FH,6,won,winner,start_chop_rally,chop_rally,won
pendulum,sidespin-back,2,short,wide_FH,medium,low_table_level,7,2,1,0,neutral,4,beginner,blocker,forehand_side,pop_up,1,short_FH,2,won,winner,start_chop_rally,attack_rally,not_applicable
pendulum,sidespin-back,1,short,middle_BH,medium,hip_level_forehand,7,2,2,0,neutral,4,beginner,blocker,forehand_side,loop,2,wide_BH,2,lost,chop_rally_lost,force_weak_push,attack_rally,not_applicable
